Date,RELIANCE.NS,TCS.NS,INFY.NS
2021-09-28,1159.393310546875,3345.700439453125,1501.215087890625
2021-09-29,1150.2021484375,3356.9873046875,1505.7977294921875
2021-09-30,1146.2889404296875,3342.512451171875,1490.626220703125
2021-10-01,1148.3138427734375,3302.36376953125,1481.68359375
2021-10-04,1163.0789794921875,3340.520751953125,1493.784912109375
2021-10-05,1187.2174072265625,3393.63916015625,1506.287109375
2021-10-06,1164.7625732421875,3373.80810546875,1489.157958984375
2021-10-07,1170.472900390625,3446.4033203125,1504.6851806640625
2021-10-08,1215.450927734375,3484.25,1533.916015625
2021-10-11,1206.987548828125,3262.879150390625,1504.640869140625
2021-10-12,1213.8809814453125,3233.88623046875,1499.4798583984375
2021-10-13,1226.234619140625,3235.966064453125,1520.8798828125
2021-10-14,1228.71435546875,3203.368408203125,1526.7083740234375
2021-10-18,1231.9906005859375,3235.03466796875,1594.6905517578125
2021-10-19,1243.024658203125,3223.504150390625,1621.38525390625
2021-10-20,1228.71435546875,3201.063232421875,1603.7666015625
2021-10-21,1193.26904296875,3133.33984375,1560.4327392578125
2021-10-22,1195.4986572265625,3103.4921875,1530.3121337890625
2021-10-25,1183.8502197265625,3098.259033203125,1519.4119873046875
2021-10-26,1210.8095703125,3089.07861328125,1529.421142578125
2021-10-27,1195.4986572265625,3095.42041015625,1552.0882568359375
2021-10-28,1182.3941650390625,3035.01513671875,1529.6009521484375
2021-10-29,1154.0242919921875,3013.816162109375,1497.14892578125
2021-11-01,1154.7294921875,3083.5791015625,1526.144775390625
2021-11-02,1137.89404296875,3090.49755859375,1524.2147216796875
2021-11-03,1130.06787109375,3097.638427734375,1528.343994140625
2021-11-04,1137.0067138671875,3112.18408203125,1533.909912109375
2021-11-08,1138.4173583984375,3106.951904296875,1559.7637939453125
2021-11-09,1147.40380859375,3109.568359375,1564.252197265625
2021-11-10,1160.2352294921875,3090.586181640625,1562.1427001953125
2021-11-11,1162.35107421875,3094.045654296875,1555.993408203125
2021-11-12,1179.8917236328125,3127.618896484375,1598.0955810546875
2021-11-15,1172.9300537109375,3151.789306640625,1604.3348388671875
2021-11-16,1145.6748046875,3154.53955078125,1608.9581298828125
2021-11-17,1121.149658203125,3123.938232421875,1604.6041259765625
2021-11-18,1125.3812255859375,3082.958251953125,1597.377685546875
2021-11-22,1075.5345458984375,3067.61279296875,1579.4234619140625
2021-11-23,1085.5904541015625,3072.801513671875,1559.22509765625
